company_name,industry,status,data_points,output_file,csv_row,error
Agi Greenpac Ltd,,success,98.0,esg_outputs\Agi_Greenpac_Ltd_esg.json,1830,
Aditya Birla Fashion and Retail Ltd,,success,98.0,esg_outputs\Aditya_Birla_Fashion_and_Retail_Ltd_esg.json,1831,
INDIA NIPPON ELECTRICALS LTD.,,success,98.0,esg_outputs\INDIA_NIPPON_ELECTRICALS_LTD__esg.json,1832,
FINOLEX INDUSTRIES LTD.,,success,98.0,esg_outputs\FINOLEX_INDUSTRIES_LTD__esg.json,1833,
HINDUSTAN FOODS LTD.,,success,98.0,esg_outputs\HINDUSTAN_FOODS_LTD__esg.json,1834,
Capri Global Capital Limited,,success,98.0,esg_outputs\Capri_Global_Capital_Limited_esg.json,1835,
Solara Active Pharma Sciences Ltd,,success,98.0,esg_outputs\Solara_Active_Pharma_Sciences_Ltd_esg.json,1836,
SPECIALITY RESTAURANTS LTD.,,success,98.0,esg_outputs\SPECIALITY_RESTAURANTS_LTD__esg.json,1837,
CIGNITI TECHNOLOGIES LTD.,,success,98.0,esg_outputs\CIGNITI_TECHNOLOGIES_LTD__esg.json,1838,
SHAILY ENGINEERING PLASTICS LTD.,,success,98.0,esg_outputs\SHAILY_ENGINEERING_PLASTICS_LTD__esg.json,1839,
ECLERX SERVICES LTD.,,failed,,,1840,PDF download failed
Pitti Engineering Ltd-,,success,98.0,esg_outputs\Pitti_Engineering_Ltd-_esg.json,1841,
GUJARAT INDUSTRIES POWER CO.LTD.,,failed,,,1842,PDF download failed
SML ISUZU LIMITED,,failed,,,1843,PDF download failed
GUJARAT INDUSTRIES POWER CO.LTD.,,failed,,,1844,PDF download failed
Paisalo Digital Ltd,,success,98.0,esg_outputs\Paisalo_Digital_Ltd_esg.json,1845,
GULSHAN POLYOLS LTD.,,failed,,,1846,PDF download failed
VARDHMAN SPECIAL STEELS LTD.,,success,98.0,esg_outputs\VARDHMAN_SPECIAL_STEELS_LTD__esg.json,1847,
Uniparts India Ltd,,success,98.0,esg_outputs\Uniparts_India_Ltd_esg.json,1848,
Monarch Networth Capital Ltd,,success,98.0,esg_outputs\Monarch_Networth_Capital_Ltd_esg.json,1849,
GOKALDAS EXPORTS LTD.,,success,98.0,esg_outputs\GOKALDAS_EXPORTS_LTD__esg.json,1850,
Garden Reach Shipbuilders & Engineers Ltd,,success,98.0,esg_outputs\Garden_Reach_Shipbuilders___Engineers_Ltd_esg.json,1851,
Skipper Ltd,,success,98.0,esg_outputs\Skipper_Ltd_esg.json,1852,
Krsnaa Diagnostics Ltd,,success,98.0,esg_outputs\Krsnaa_Diagnostics_Ltd_esg.json,1853,
PNB GILTS LTD.,,success,98.0,esg_outputs\PNB_GILTS_LTD__esg.json,1854,
V.S.T.TILLERS TRACTORS LTD.-,,success,98.0,esg_outputs\V_S_T_TILLERS_TRACTORS_LTD_-_esg.json,1855,
GUJARAT STATE PETRONET LTD.,,failed,,,1856,PDF download failed
GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,,success,98.0,esg_outputs\GUJARAT_NARMADA_VALLEY_FERTILIZERS___CHEMICALS_LTD__esg.json,1857,
Puravankara Ltd,,success,98.0,esg_outputs\Puravankara_Ltd_esg.json,1858,
VARDHMAN TEXTILES LTD.,,success,98.0,esg_outputs\VARDHMAN_TEXTILES_LTD__esg.json,1859,
INDIA CEMENTS LTD.,,failed,,,1860,PDF download failed
PARAMOUNT COMMUNICATIONS LTD.-,,success,98.0,esg_outputs\PARAMOUNT_COMMUNICATIONS_LTD_-_esg.json,1861,
VARDHMAN HOLDINGS LTD.,,success,98.0,esg_outputs\VARDHMAN_HOLDINGS_LTD__esg.json,1862,
Hi-Tech Pipes Ltd,,success,98.0,esg_outputs\Hi-Tech_Pipes_Ltd_esg.json,1863,
Sandhar Technologies Ltd,,success,98.0,esg_outputs\Sandhar_Technologies_Ltd_esg.json,1864,
IRB INFRASTRUCTURE DEVELOPERS LTD.,,success,98.0,esg_outputs\IRB_INFRASTRUCTURE_DEVELOPERS_LTD__esg.json,1865,
Medi Assist Healthcare Services Ltd,,success,98.0,esg_outputs\Medi_Assist_Healthcare_Services_Ltd_esg.json,1866,
BEML LTD.,,success,98.0,esg_outputs\BEML_LTD__esg.json,1867,
JUBILANT INDUSTRIES LTD.,,success,98.0,esg_outputs\JUBILANT_INDUSTRIES_LTD__esg.json,1868,
GODAWARI POWER & ISPAT LTD.,,success,98.0,esg_outputs\GODAWARI_POWER___ISPAT_LTD__esg.json,1869,
Ami Organics Ltd,,success,98.0,esg_outputs\Ami_Organics_Ltd_esg.json,1870,
Juniper Hotels Ltd,,success,98.0,esg_outputs\Juniper_Hotels_Ltd_esg.json,1871,
PVR Inox Ltd,,success,98.0,esg_outputs\PVR_Inox_Ltd_esg.json,1872,
Landmark Cars Ltd,,success,98.0,esg_outputs\Landmark_Cars_Ltd_esg.json,1873,
Paras Defence and Space Technologies Ltd,,success,98.0,esg_outputs\Paras_Defence_and_Space_Technologies_Ltd_esg.json,1874,
CCL PRODUCTS (INDIA) LTD.,,success,98.0,esg_outputs\CCL_PRODUCTS__INDIA__LTD__esg.json,1875,
Eureka Forbes Ltd,,success,98.0,esg_outputs\Eureka_Forbes_Ltd_esg.json,1876,
AARTI DRUGS LTD.,,success,98.0,esg_outputs\AARTI_DRUGS_LTD__esg.json,1877,
Popular Vehicles and Services Ltd,,success,98.0,esg_outputs\Popular_Vehicles_and_Services_Ltd_esg.json,1878,
NRB BEARINGS LTD.,,success,98.0,esg_outputs\NRB_BEARINGS_LTD__esg.json,1879,
NIRLON LTD.,,success,98.0,esg_outputs\NIRLON_LTD__esg.json,1880,
Dilip Buildcon Ltd,,success,98.0,esg_outputs\Dilip_Buildcon_Ltd_esg.json,1881,
TRANSPEK INDUSTRY LTD.-,,success,98.0,esg_outputs\TRANSPEK_INDUSTRY_LTD_-_esg.json,1882,
GUJARAT ALKALIES & CHEMICALS LTD.,,success,98.0,esg_outputs\GUJARAT_ALKALIES___CHEMICALS_LTD__esg.json,1883,
J.KUMAR INFRAPROJECTS LTD.,,success,98.0,esg_outputs\J_KUMAR_INFRAPROJECTS_LTD__esg.json,1884,
Vidhi Specialty Food Ingredients Ltd-$,,success,98.0,esg_outputs\Vidhi_Specialty_Food_Ingredients_Ltd-__esg.json,1885,
Garware Hi-Tech Films Ltd,,success,98.0,esg_outputs\Garware_Hi-Tech_Films_Ltd_esg.json,1886,
CHOICE INTERNATIONAL LTD.,,success,98.0,esg_outputs\CHOICE_INTERNATIONAL_LTD__esg.json,1887,
CONTAINER CORPORATION OF INDIA LTD.,,success,98.0,esg_outputs\CONTAINER_CORPORATION_OF_INDIA_LTD__esg.json,1888,
POLYPLEX CORPORATION LTD.,,success,98.0,esg_outputs\POLYPLEX_CORPORATION_LTD__esg.json,1889,
BANNARI AMMAN SUGARS LTD.,,success,98.0,esg_outputs\BANNARI_AMMAN_SUGARS_LTD__esg.json,1890,
Star Health and Allied Insurance Company Ltd,,success,98.0,esg_outputs\Star_Health_and_Allied_Insurance_Company_Ltd_esg.json,1891,
Quint Digital Ltd,,success,98.0,esg_outputs\Quint_Digital_Ltd_esg.json,1892,
Bharat Wire Ropes Ltd,,success,98.0,esg_outputs\Bharat_Wire_Ropes_Ltd_esg.json,1893,
OnMobile Global Ltd.,,success,98.0,esg_outputs\OnMobile_Global_Ltd__esg.json,1894,
Affle (India) Ltd,,success,98.0,esg_outputs\Affle__India__Ltd_esg.json,1895,
Venus Pipes & Tubes Ltd,,success,98.0,esg_outputs\Venus_Pipes___Tubes_Ltd_esg.json,1896,
CENTURY PLYBOARDS (I) LTD.-,,success,98.0,esg_outputs\CENTURY_PLYBOARDS__I__LTD_-_esg.json,1897,
AMRUTANJAN HEALTH CARE LTD.-,,success,98.0,esg_outputs\AMRUTANJAN_HEALTH_CARE_LTD_-_esg.json,1898,
Prataap Snacks Ltd,,success,98.0,esg_outputs\Prataap_Snacks_Ltd_esg.json,1899,
APL APOLLO TUBES LTD.,,success,98.0,esg_outputs\APL_APOLLO_TUBES_LTD__esg.json,1900,
ASIAN STAR CO.LTD.-,,success,98.0,esg_outputs\ASIAN_STAR_CO_LTD_-_esg.json,1901,
BODAL CHEMICALS LTD.,,success,98.0,esg_outputs\BODAL_CHEMICALS_LTD__esg.json,1902,
Olectra Greentech Ltd,,success,98.0,esg_outputs\Olectra_Greentech_Ltd_esg.json,1903,
Rajnish Wellness Ltd,,success,98.0,esg_outputs\Rajnish_Wellness_Ltd_esg.json,1904,
HealthCare Global Enterprises Ltd,,success,98.0,esg_outputs\HealthCare_Global_Enterprises_Ltd_esg.json,1905,
GOCL Corporation Ltd-,,success,98.0,esg_outputs\GOCL_Corporation_Ltd-_esg.json,1906,
TEXMACO RAIL & ENGINEERING LTD.,,success,98.0,esg_outputs\TEXMACO_RAIL___ENGINEERING_LTD__esg.json,1907,
SG Finserve Ltd,,success,98.0,esg_outputs\SG_Finserve_Ltd_esg.json,1908,
Avalon Technologies Ltd,,success,98.0,esg_outputs\Avalon_Technologies_Ltd_esg.json,1909,
GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,,success,98.0,esg_outputs\GUJARAT_STATE_FERTILIZERS___CHEMICALS_LTD__esg.json,1910,
VERITAS (INDIA) LTD.,,success,98.0,esg_outputs\VERITAS__INDIA__LTD__esg.json,1911,
GUFIC BIOSCIENCES LTD.,,success,98.0,esg_outputs\GUFIC_BIOSCIENCES_LTD__esg.json,1912,
Hariom Pipe Industries Ltd,,success,98.0,esg_outputs\Hariom_Pipe_Industries_Ltd_esg.json,1913,
NIIT LTD.,,success,98.0,esg_outputs\NIIT_LTD__esg.json,1914,
MARKSANS PHARMA LTD.,,success,98.0,esg_outputs\MARKSANS_PHARMA_LTD__esg.json,1915,
Protean eGov Technologies Ltd,,success,98.0,esg_outputs\Protean_eGov_Technologies_Ltd_esg.json,1916,
NIIT Learning Systems Ltd,,success,98.0,esg_outputs\NIIT_Learning_Systems_Ltd_esg.json,1917,
BLACK ROSE INDUSTRIES LTD.,,success,98.0,esg_outputs\BLACK_ROSE_INDUSTRIES_LTD__esg.json,1918,
DOMS Industries Ltd,,success,98.0,esg_outputs\DOMS_Industries_Ltd_esg.json,1919,
Heubach Colorants India Ltd,,success,98.0,esg_outputs\Heubach_Colorants_India_Ltd_esg.json,1920,
STEELCAST LTD.,,success,98.0,esg_outputs\STEELCAST_LTD__esg.json,1921,
Apollo Pipes Ltd,,success,98.0,esg_outputs\Apollo_Pipes_Ltd_esg.json,1922,
Hariom Pipe Industries Ltd,,success,98.0,esg_outputs\Hariom_Pipe_Industries_Ltd_esg.json,1923,
Mold-Tek Packaging Limited,,success,98.0,esg_outputs\Mold-Tek_Packaging_Limited_esg.json,1924,
SHIVALIK BIMETAL CONTROLS LTD.,,failed,,,1925,PDF download failed
SAVITA OIL TECHNOLOGIES LTD.,,failed,,,1926,PDF download failed
ECLERX SERVICES LTD.,,success,98.0,esg_outputs\ECLERX_SERVICES_LTD__esg.json,1927,
Johnson Controls-Hitachi Air Conditioning India Ltd,,success,98.0,esg_outputs\Johnson_Controls-Hitachi_Air_Conditioning_India_Ltd_esg.json,1928,
HINDUSTAN COPPER LTD.,,success,98.0,esg_outputs\HINDUSTAN_COPPER_LTD__esg.json,1929,
Campus Activewear Ltd,,success,98.0,esg_outputs\Campus_Activewear_Ltd_esg.json,1930,
Hemisphere Properties India Ltd,,success,98.0,esg_outputs\Hemisphere_Properties_India_Ltd_esg.json,1931,
APOLLO HOSPITALS ENTERPRISE LTD.,,success,98.0,esg_outputs\APOLLO_HOSPITALS_ENTERPRISE_LTD__esg.json,1932,
Blue Jet Healthcare Ltd,,success,98.0,esg_outputs\Blue_Jet_Healthcare_Ltd_esg.json,1933,
Eris Lifesciences Ltd,,success,98.0,esg_outputs\Eris_Lifesciences_Ltd_esg.json,1934,
SANGAM (INDIA) LTD.,,success,98.0,esg_outputs\SANGAM__INDIA__LTD__esg.json,1935,
INDOCO REMEDIES LTD.,,success,98.0,esg_outputs\INDOCO_REMEDIES_LTD__esg.json,1936,
Techno Electric & Engineering Company Ltd,,success,98.0,esg_outputs\Techno_Electric___Engineering_Company_Ltd_esg.json,1937,
GANESH BENZOPLAST LTD.,,success,98.0,esg_outputs\GANESH_BENZOPLAST_LTD__esg.json,1938,
Dhani Services Ltd,,success,98.0,esg_outputs\Dhani_Services_Ltd_esg.json,1939,
Prudent Corporate Advisory Services Ltd,,success,98.0,esg_outputs\Prudent_Corporate_Advisory_Services_Ltd_esg.json,1940,
PTC INDIA LTD.,,success,98.0,esg_outputs\PTC_INDIA_LTD__esg.json,1941,
PICCADILY AGRO INDUSTRIES LTD.,,success,98.0,esg_outputs\PICCADILY_AGRO_INDUSTRIES_LTD__esg.json,1942,
NATIONAL STANDARD (INDIA) LTD.,,success,98.0,esg_outputs\NATIONAL_STANDARD__INDIA__LTD__esg.json,1943,
Black Box Ltd,,success,98.0,esg_outputs\Black_Box_Ltd_esg.json,1944,
Glenmark Life Sciences Ltd,,success,98.0,esg_outputs\Glenmark_Life_Sciences_Ltd_esg.json,1945,
Gujarat Fluorochemicals Ltd,,success,98.0,esg_outputs\Gujarat_Fluorochemicals_Ltd_esg.json,1946,
HMA Agro Industries Ltd,,success,98.0,esg_outputs\HMA_Agro_Industries_Ltd_esg.json,1947,
NLC India Ltd,,success,98.0,esg_outputs\NLC_India_Ltd_esg.json,1948,
UNITED DRILLING TOOLS LTD.,,success,98.0,esg_outputs\UNITED_DRILLING_TOOLS_LTD__esg.json,1949,
SHREE RENUKA SUGARS LTD.,,success,98.0,esg_outputs\SHREE_RENUKA_SUGARS_LTD__esg.json,1950,
APTECH LTD.,,success,98.0,esg_outputs\APTECH_LTD__esg.json,1951,
SARDA ENERGY & MINERALS LTD.-,,success,98.0,esg_outputs\SARDA_ENERGY___MINERALS_LTD_-_esg.json,1952,
Tamilnad Mercantile Bank Ltd,,success,98.0,esg_outputs\Tamilnad_Mercantile_Bank_Ltd_esg.json,1953,
Housing & Urban Development Corporation Ltd,,success,98.0,esg_outputs\Housing___Urban_Development_Corporation_Ltd_esg.json,1954,
SADHANA NITROCHEM LTD.,,success,98.0,esg_outputs\SADHANA_NITROCHEM_LTD__esg.json,1955,
MARATHON NEXTGEN REALTY LTD.,,success,98.0,esg_outputs\MARATHON_NEXTGEN_REALTY_LTD__esg.json,1956,
Borosil Ltd,,success,98.0,esg_outputs\Borosil_Ltd_esg.json,1957,
Carysil Ltd,,success,98.0,esg_outputs\Carysil_Ltd_esg.json,1958,
TAMILNADU PETROPRODUCTS LTD.,,success,98.0,esg_outputs\TAMILNADU_PETROPRODUCTS_LTD__esg.json,1959,
Likhitha Infrastructure Ltd,,success,98.0,esg_outputs\Likhitha_Infrastructure_Ltd_esg.json,1960,
Medplus Health Services Ltd,,success,98.0,esg_outputs\Medplus_Health_Services_Ltd_esg.json,1961,
Dreamfolks Services Ltd,,success,98.0,esg_outputs\Dreamfolks_Services_Ltd_esg.json,1962,
Apex Frozen Foods Ltd,,success,98.0,esg_outputs\Apex_Frozen_Foods_Ltd_esg.json,1963,
Paradeep Phosphates Ltd,,success,98.0,esg_outputs\Paradeep_Phosphates_Ltd_esg.json,1964,
Redtape Ltd,,success,98.0,esg_outputs\Redtape_Ltd_esg.json,1965,
VADILAL INDUSTRIES LTD.-,,failed,,,1966,PDF download failed
AHLUWALIA CONTRACTS (INDIA) LTD.,,success,98.0,esg_outputs\AHLUWALIA_CONTRACTS__INDIA__LTD__esg.json,1967,
Bikaji Foods International Ltd,,success,98.0,esg_outputs\Bikaji_Foods_International_Ltd_esg.json,1968,
Gopal Snacks Ltd,,success,98.0,esg_outputs\Gopal_Snacks_Ltd_esg.json,1969,
Pilani Investment and Industries Corporation Ltd,,success,98.0,esg_outputs\Pilani_Investment_and_Industries_Corporation_Ltd_esg.json,1970,
SUNFLAG IRON & STEEL CO.LTD.,,success,98.0,esg_outputs\SUNFLAG_IRON___STEEL_CO_LTD__esg.json,1971,
63 Moons Technologies Ltd,,success,98.0,esg_outputs\63_Moons_Technologies_Ltd_esg.json,1972,
GOLDIAM INTERNATIONAL LTD.,,success,98.0,esg_outputs\GOLDIAM_INTERNATIONAL_LTD__esg.json,1973,
GOLDIAM INTERNATIONAL LTD.,,success,98.0,esg_outputs\GOLDIAM_INTERNATIONAL_LTD__esg.json,1974,
Samhi Hotels Ltd,,success,98.0,esg_outputs\Samhi_Hotels_Ltd_esg.json,1975,
Share India Securities Ltd,,success,98.0,esg_outputs\Share_India_Securities_Ltd_esg.json,1976,
Dishman Carbogen Amcis Ltd,,success,98.0,esg_outputs\Dishman_Carbogen_Amcis_Ltd_esg.json,1977,
INDO RAMA SYNTHETICS (INDIA) LTD.,,success,98.0,esg_outputs\INDO_RAMA_SYNTHETICS__INDIA__LTD__esg.json,1978,
VISHNU CHEMICALS LTD.,,success,98.0,esg_outputs\VISHNU_CHEMICALS_LTD__esg.json,1979,
Shalby Ltd,,success,98.0,esg_outputs\Shalby_Ltd_esg.json,1980,
Chemcon Speciality Chemicals Ltd,,success,98.0,esg_outputs\Chemcon_Speciality_Chemicals_Ltd_esg.json,1981,
HEIDELBERGCEMENT INDIA LTD.,,success,98.0,esg_outputs\HEIDELBERGCEMENT_INDIA_LTD__esg.json,1982,
MANGALORE CHEMICALS & FERTILIZERS LTD.,,success,98.0,esg_outputs\MANGALORE_CHEMICALS___FERTILIZERS_LTD__esg.json,1983,
Tarsons Products Ltd,,success,98.0,esg_outputs\Tarsons_Products_Ltd_esg.json,1984,
Patanjali Foods Ltd,,success,98.0,esg_outputs\Patanjali_Foods_Ltd_esg.json,1985,
UNITECH LTD.,,success,98.0,esg_outputs\UNITECH_LTD__esg.json,1986,
CUPID LTD.-,,success,98.0,esg_outputs\CUPID_LTD_-_esg.json,1987,
ESTER INDUSTRIES LTD.,,success,98.0,esg_outputs\ESTER_INDUSTRIES_LTD__esg.json,1988,
FILATEX INDIA LTD.-,,success,98.0,esg_outputs\FILATEX_INDIA_LTD_-_esg.json,1989,
DCX Systems Ltd,,success,98.0,esg_outputs\DCX_Systems_Ltd_esg.json,1990,
Lemon Tree Hotels Ltd,,success,98.0,esg_outputs\Lemon_Tree_Hotels_Ltd_esg.json,1991,
Kirloskar Industries Ltd,,success,98.0,esg_outputs\Kirloskar_Industries_Ltd_esg.json,1992,
Ddev Plastiks Industries Ltd,,success,98.0,esg_outputs\Ddev_Plastiks_Industries_Ltd_esg.json,1993,
HINDUJA GLOBAL SOLUTIONS LTD.,,success,98.0,esg_outputs\HINDUJA_GLOBAL_SOLUTIONS_LTD__esg.json,1994,
FDC LTD.,,success,98.0,esg_outputs\FDC_LTD__esg.json,1995,
SWAN ENERGY LTD.,,success,98.0,esg_outputs\SWAN_ENERGY_LTD__esg.json,1996,
DCW LTD.,,success,98.0,esg_outputs\DCW_LTD__esg.json,1997,
General Insurance Corporation of India,,success,98.0,esg_outputs\General_Insurance_Corporation_of_India_esg.json,1998,
Veranda Learning Solutions Ltd,,success,98.0,esg_outputs\Veranda_Learning_Solutions_Ltd_esg.json,1999,
KNR CONSTRUCTIONS LTD.,,success,98.0,esg_outputs\KNR_CONSTRUCTIONS_LTD__esg.json,2000,
IFCI LTD.,,success,98.0,esg_outputs\IFCI_LTD__esg.json,2001,
ARIHANT CAPITAL MARKETS LTD.,,success,98.0,esg_outputs\ARIHANT_CAPITAL_MARKETS_LTD__esg.json,2002,
Imagicaaworld Entertainment Ltd,,success,98.0,esg_outputs\Imagicaaworld_Entertainment_Ltd_esg.json,2003,
GLENMARK PHARMACEUTICALS LTD.,,success,98.0,esg_outputs\GLENMARK_PHARMACEUTICALS_LTD__esg.json,2004,
BALMER LAWRIE & CO.LTD.,,success,98.0,esg_outputs\BALMER_LAWRIE___CO_LTD__esg.json,2005,
Sansera Engineering Ltd,,success,98.0,esg_outputs\Sansera_Engineering_Ltd_esg.json,2006,
Welspun Specialty Solutions Ltd,,success,98.0,esg_outputs\Welspun_Specialty_Solutions_Ltd_esg.json,2007,
Fino Payments Bank Ltd,,success,98.0,esg_outputs\Fino_Payments_Bank_Ltd_esg.json,2008,
Dee Development Engineers Ltd,,success,98.0,esg_outputs\Dee_Development_Engineers_Ltd_esg.json,2009,
Yatra Online Ltd,,success,98.0,esg_outputs\Yatra_Online_Ltd_esg.json,2010,
K.P. Energy Ltd,,success,98.0,esg_outputs\K_P__Energy_Ltd_esg.json,2011,
NBCC (India) Ltd,,success,98.0,esg_outputs\NBCC__India__Ltd_esg.json,2012,
MULTI COMMODITY EXCHANGE OF INDIA LTD.,,success,98.0,esg_outputs\MULTI_COMMODITY_EXCHANGE_OF_INDIA_LTD__esg.json,2013,
Gujarat Gas Ltd,,success,98.0,esg_outputs\Gujarat_Gas_Ltd_esg.json,2014,
Lux Industries Ltd,,success,98.0,esg_outputs\Lux_Industries_Ltd_esg.json,2015,
KPI Green Energy Ltd,,success,98.0,esg_outputs\KPI_Green_Energy_Ltd_esg.json,2016,
Neogen Chemicals Ltd,,success,98.0,esg_outputs\Neogen_Chemicals_Ltd_esg.json,2017,
Star Cement Ltd,,success,98.0,esg_outputs\Star_Cement_Ltd_esg.json,2018,
Dixon Technologies (India) Ltd,,success,98.0,esg_outputs\Dixon_Technologies__India__Ltd_esg.json,2019,
LT FOODS LTD.,,success,98.0,esg_outputs\LT_FOODS_LTD__esg.json,2020,
Antony Waste Handling Cell Ltd,,success,98.0,esg_outputs\Antony_Waste_Handling_Cell_Ltd_esg.json,2021,
GRAUER & WEIL (INDIA) LTD.-,,success,98.0,esg_outputs\GRAUER___WEIL__INDIA__LTD_-_esg.json,2022,
Zaggle Prepaid Ocean Services Ltd,,success,98.0,esg_outputs\Zaggle_Prepaid_Ocean_Services_Ltd_esg.json,2023,
NACL Industries Ltd,,success,98.0,esg_outputs\NACL_Industries_Ltd_esg.json,2024,
Bharat Dynamics Ltd,,success,98.0,esg_outputs\Bharat_Dynamics_Ltd_esg.json,2025,
HINDUSTAN OIL EXPLORATION CO.LTD.,,success,98.0,esg_outputs\HINDUSTAN_OIL_EXPLORATION_CO_LTD__esg.json,2026,
JAYASWAL NECO INDUSTRIES LTD.,,success,98.0,esg_outputs\JAYASWAL_NECO_INDUSTRIES_LTD__esg.json,2027,
HLE Glascoat Ltd,,success,98.0,esg_outputs\HLE_Glascoat_Ltd_esg.json,2028,
Welspun Corp Limited,,success,98.0,esg_outputs\Welspun_Corp_Limited_esg.json,2029,
RICO AUTO INDUSTRIES LTD.,,success,98.0,esg_outputs\RICO_AUTO_INDUSTRIES_LTD__esg.json,2030,
Sai Silks (Kalamandir) Ltd,,success,98.0,esg_outputs\Sai_Silks__Kalamandir__Ltd_esg.json,2031,
TECHNOCRAFT INDUSTRIES (INDIA) LTD.,,success,98.0,esg_outputs\TECHNOCRAFT_INDUSTRIES__INDIA__LTD__esg.json,2032,
Mrs. Bectors Food Specialities Ltd,,success,98.0,esg_outputs\Mrs__Bectors_Food_Specialities_Ltd_esg.json,2033,
NATIONAL FERTILIZERS LTD.,,success,98.0,esg_outputs\NATIONAL_FERTILIZERS_LTD__esg.json,2034,
Apollo Micro Systems Ltd,,success,98.0,esg_outputs\Apollo_Micro_Systems_Ltd_esg.json,2035,
RAMKY INFRASTRUCTURE LTD.,,success,98.0,esg_outputs\RAMKY_INFRASTRUCTURE_LTD__esg.json,2036,
MAN INDUSTRIES (INDIA) LTD.-,,success,98.0,esg_outputs\MAN_INDUSTRIES__INDIA__LTD_-_esg.json,2037,
NATCO PHARMA LTD.,,success,98.0,esg_outputs\NATCO_PHARMA_LTD__esg.json,2038,
S.P. Apparels Ltd,,success,98.0,esg_outputs\S_P__Apparels_Ltd_esg.json,2039,
KIRI INDUSTRIES LTD.,,success,98.0,esg_outputs\KIRI_INDUSTRIES_LTD__esg.json,2040,
STEEL AUTHORITY OF INDIA LTD.,,success,98.0,esg_outputs\STEEL_AUTHORITY_OF_INDIA_LTD__esg.json,2041,
TANFAC INDUSTRIES LTD.-,,success,98.0,esg_outputs\TANFAC_INDUSTRIES_LTD_-_esg.json,2042,
Capital India Finance Ltd,,success,98.0,esg_outputs\Capital_India_Finance_Ltd_esg.json,2043,
KMC SPECIALITY HOSPITALS (INDIA) LTD.,,success,98.0,esg_outputs\KMC_SPECIALITY_HOSPITALS__INDIA__LTD__esg.json,2044,
POLY MEDICURE LTD.,,success,98.0,esg_outputs\POLY_MEDICURE_LTD__esg.json,2045,
Diamond Power Infrastructure Limited-,,success,98.0,esg_outputs\Diamond_Power_Infrastructure_Limited-_esg.json,2046,
Exicom Tele-Systems Ltd,,success,98.0,esg_outputs\Exicom_Tele-Systems_Ltd_esg.json,2047,
SUPRAJIT ENGINEERING LTD.-,,success,98.0,esg_outputs\SUPRAJIT_ENGINEERING_LTD_-_esg.json,2048,
AURIONPRO SOLUTIONS LTD.,,success,98.0,esg_outputs\AURIONPRO_SOLUTIONS_LTD__esg.json,2049,
GRM OVERSEAS LTD.,,success,98.0,esg_outputs\GRM_OVERSEAS_LTD__esg.json,2050,
AGS Transact Technologies Ltd,,success,98.0,esg_outputs\AGS_Transact_Technologies_Ltd_esg.json,2051,
Edelweiss Financial Services Ltd.,,success,98.0,esg_outputs\Edelweiss_Financial_Services_Ltd__esg.json,2052,
Fusion Micro Finance Ltd,,success,98.0,esg_outputs\Fusion_Micro_Finance_Ltd_esg.json,2053,
RUPA & COMPANY LTD.,,success,98.0,esg_outputs\RUPA___COMPANY_LTD__esg.json,2054,
ALLCARGO LOGISTICS LTD.,,success,98.0,esg_outputs\ALLCARGO_LOGISTICS_LTD__esg.json,2055,
Vakrangee Limited-,,success,98.0,esg_outputs\Vakrangee_Limited-_esg.json,2056,
Sharda Motor Industries Ltd,,success,98.0,esg_outputs\Sharda_Motor_Industries_Ltd_esg.json,2057,
Rolex Rings Ltd,,success,98.0,esg_outputs\Rolex_Rings_Ltd_esg.json,2058,
LUMAX INDUSTRIES LTD.,,success,98.0,esg_outputs\LUMAX_INDUSTRIES_LTD__esg.json,2059,
Capacite Infraprojects Ltd,,success,98.0,esg_outputs\Capacite_Infraprojects_Ltd_esg.json,2060,
LUMAX AUTO TECHNOLOGIES LTD.,,success,98.0,esg_outputs\LUMAX_AUTO_TECHNOLOGIES_LTD__esg.json,2061,
GREENPLY INDUSTRIES LTD.,,success,98.0,esg_outputs\GREENPLY_INDUSTRIES_LTD__esg.json,2062,
MAHANAGAR TELEPHONE NIGAM LTD.,,success,98.0,esg_outputs\MAHANAGAR_TELEPHONE_NIGAM_LTD__esg.json,2063,
MMTC LTD.,,success,98.0,esg_outputs\MMTC_LTD__esg.json,2064,
Primo Chemicals Ltd,,success,98.0,esg_outputs\Primo_Chemicals_Ltd_esg.json,2065,
GENUS POWER INFRASTRUCTURES LTD.-,,failed,,,2066,PDF download failed
KITEX GARMENTS LTD.,,failed,,,2067,PDF download failed
ARMAN FINANCIAL SERVICES LTD.,,failed,,,2068,PDF download failed
Goodluck India Ltd,,success,98.0,esg_outputs\Goodluck_India_Ltd_esg.json,2069,
IIFL Finance Ltd,,success,98.0,esg_outputs\IIFL_Finance_Ltd_esg.json,2070,
FILATEX FASHIONS LTD.,,success,98.0,esg_outputs\FILATEX_FASHIONS_LTD__esg.json,2071,
Alicon Castalloy Limited,,success,98.0,esg_outputs\Alicon_Castalloy_Limited_esg.json,2072,
TIME TECHNOPLAST LTD.,,success,98.0,esg_outputs\TIME_TECHNOPLAST_LTD__esg.json,2073,
PNC Infratech Ltd,,success,98.0,esg_outputs\PNC_Infratech_Ltd_esg.json,2074,
KIOCL Ltd,,success,98.0,esg_outputs\KIOCL_Ltd_esg.json,2075,
